Date           Open    High    Low     Close   Volume        Vol in 1Adj Close
      3/29/1968   89.57   90.92   89.21    90.2       9000000     900    90.2
       4/1/1968   91.11   93.55   91.11   92.48      17730000    1773   92.48
       4/2/1968   92.48   93.44   91.39   92.64      14520000    1452   92.64
       4/3/1968   92.64   95.13   92.24   93.47      19290000    1929   93.47
       4/4/1968   93.47   94.59   92.63   93.84      14340000    1434   93.84
       4/5/1968   93.84   94.51   92.67   93.29      12570000    1257   93.29
       4/8/1968   93.29   95.45   93.11   94.95      13010000    1301   94.95
      4/10/1968   94.95   97.11   94.74   95.67      20410000    2041   95.67
      4/11/1968   95.67   96.93   94.81   96.53      14230000    1423   96.53
      4/15/1968   96.53   97.36   95.33   96.59      14220000    1422   96.59
      4/16/1968   96.59   97.54   95.72   96.62      15680000    1568   96.62
      4/17/1968   96.62    97.4   95.76   96.81      14090000    1409   96.81
      4/18/1968   96.81   97.89   96.12   97.08      15890000    1589   97.08
      4/19/1968   97.08   97.08   95.15   95.85      14560000    1456   95.85
      4/22/1968   95.85   96.07   94.22   95.32      11720000    1172   95.32
      4/23/1968   95.68   97.48   95.68   96.62      14010000    1401   96.62
      4/24/1968   96.62   97.81   95.98   96.92      14810000    1481   96.92
      4/25/1968   96.92   97.48   95.68   96.62      14430000    1443   96.62
      4/26/1968   96.62   97.83   96.22   97.21      13500000    1350   97.21
      4/29/1968   97.21   98.61   96.81   97.97      12030000    1203   97.97
      4/30/1968   97.97   98.17   96.58   97.46      14380000    1438   97.46
       5/1/1968   97.46   98.61   96.84   97.97      14440000    1444   97.97
       5/2/1968   97.97   99.18   97.53   98.59      14260000    1426   98.59
       5/3/1968   98.59  100.19   97.98   98.66      17990000    1799   98.66
       5/6/1968   98.66   99.11   97.27   98.35      12160000    1216   98.35
       5/7/1968   98.35   99.59   97.86    98.9      13920000    1392    98.9
       5/8/1968    98.9   99.74   98.25   98.91      13120000    1312   98.91
       5/9/1968   98.91   99.47   97.68   98.39      12890000    1289   98.39
      5/10/1968   98.39    99.3   97.76    98.5      11700000    1170    98.5
      5/13/1968    98.5    99.1   97.52   98.19      11860000    1186   98.19
      5/14/1968   98.19   98.85   97.33   98.12      13160000    1316   98.12
      5/15/1968   98.12   98.79   97.32   98.07      13180000    1318   98.07
      5/16/1968   98.07   98.69   97.05    97.6      13030000    1303    97.6
      5/17/1968    97.6   97.81   96.11    96.9      11830000    1183    96.9
      5/20/1968    96.9   97.41    95.8   96.45      11180000    1118   96.45
      5/21/1968   96.45   97.52   95.92   96.93      13160000    1316   96.93
      5/22/1968   96.93   98.17   96.47   97.18      14200000    1420   97.18
      5/23/1968   97.18   97.79   96.38   96.97      12840000    1284   96.97
      5/24/1968   96.97   97.73   96.21   97.15      13300000    1330   97.15
      5/27/1968   97.15   97.81   96.29   96.99      12720000    1272   96.99
      5/28/1968   96.99    98.2   96.41   97.62      13850000    1385   97.62
      5/29/1968   97.62   98.74   97.01   97.92      14100000    1410   97.92
      5/31/1968   97.92    99.4   97.66   98.68      13090000    1309   98.68
       6/3/1968   98.72  100.62   98.72   99.99      14970000    1497   99.99
       6/4/1968   99.99  101.26   99.32  100.38      18030000    1803  100.38
       6/5/1968  100.38  101.13   99.26   99.89      15590000    1559   99.89
       6/6/1968   99.89  101.59    99.5  100.65      16130000    1613  100.65
       6/7/1968  100.65  101.89  100.24  101.27      17320000    1732  101.27
      6/10/1968  101.27  102.25  100.42  101.41      14640000    1464  101.41
      6/11/1968  101.41   102.4  100.74  101.66      15700000    1570  101.66
      6/13/1968  101.66  102.84  100.55  101.25      21350000    2135  101.25
      6/14/1968  101.25  101.82   99.98  101.13      14690000    1469  101.13
      6/17/1968  101.13  101.71   99.43  100.13      12570000    1257  100.13
      6/18/1968  100.13  101.09   99.43   99.99      13630000    1363   99.99
      6/20/1968   99.99   101.6   99.52  101.51      16290000    1629  101.51
      6/21/1968  101.51  101.59    99.8  100.66      13450000    1345  100.66
      6/24/1968  100.66  101.48   99.66  100.39      12320000    1232  100.39
      6/25/1968  100.39   101.1   99.28  100.08      13200000    1320  100.08
      6/27/1968  100.08  101.01   99.11   99.98      15370000    1537   99.98
      6/28/1968   99.98  100.63   98.91   99.58      12040000    1204   99.58
       7/1/1968   99.58  100.33   98.77    99.4      11280000    1128    99.4
       7/2/1968    99.4   100.6    98.6   99.74      13350000    1335   99.74
       7/3/1968   99.74  101.36    99.6  100.91      14390000    1439  100.91
       7/8/1968  100.91  102.76  100.72  101.94      16860000    1686  101.94
       7/9/1968  101.94  102.93  101.19  102.23      16540000    1654  102.23
      7/11/1968  102.23  103.67  101.41  102.39      20290000    2029  102.39
      7/12/1968  102.39  103.24  101.39  102.34      14810000    1481  102.34
      7/15/1968  102.34  103.15  101.44  102.26      13390000    1339  102.26
      7/16/1968  102.26  102.72  100.97   101.7      13380000    1338   101.7
      7/18/1968   101.7  102.65  100.49  101.44      17420000    1742  101.44
      7/19/1968  101.44  101.82    99.8  100.46      14620000    1462  100.46
      7/22/1968  100.46  100.88   98.51   99.33      13530000    1353   99.33
      7/23/1968   99.33   99.93   97.89   99.21      13570000    1357   99.21
      7/25/1968   99.21  100.07   97.43   97.94      16140000    1614   97.94
      7/26/1968   97.94   99.14   97.22   98.34      11690000    1169   98.34
      7/29/1968   98.34   98.78   96.89   97.65      10940000    1094   97.65
      7/30/1968   97.65   98.62   96.84   97.74      10250000    1025   97.74
       8/1/1968   97.74   98.82   96.78   97.28      14380000    1438   97.28
       8/2/1968   97.28   97.47   95.79   96.63       9860000     986   96.63
       8/5/1968   96.63   97.51   95.95   96.85       8850000     885   96.85
       8/6/1968   96.85   97.82   96.42   97.25       9620000     962   97.25
       8/8/1968   97.25   98.32   96.58   97.04      12920000    1292   97.04
       8/9/1968   97.04   97.56   96.11   97.01       8390000     839   97.01
      8/12/1968   97.01   98.49   96.72   98.01      10420000    1042   98.01
      8/13/1968   98.01    99.2   97.68   98.53      12730000    1273   98.53
      8/15/1968   98.53   99.36   97.48   98.07      12710000    1271   98.07
      8/16/1968   98.07   99.21   97.62   98.68       9940000     994   98.68
      8/19/1968   98.68   99.64   98.16      99       9900000     990      99
      8/20/1968      99   99.65   98.08   98.96      10640000    1064   98.96
      8/22/1968   98.96   99.58   97.71    98.7      15140000    1514    98.7
      8/23/1968    98.7   99.57   97.71   98.69       9890000     989   98.69
      8/26/1968   98.69   99.67   98.29   98.94       9740000     974   98.94
      8/27/1968   98.94   99.61   98.16   98.81       9710000     971   98.81
      8/29/1968   98.81   99.49    97.9   98.74      10940000    1094   98.74
      8/30/1968   98.74   99.52    98.2   98.86       8190000     819   98.86
       9/3/1968   98.86   99.89   98.31   99.32       8620000     862   99.32
       9/4/1968   99.32  100.49   98.95  100.02      10040000    1004  100.02
       9/5/1968  100.02  101.34   99.63  100.74      12980000    1298  100.74
       9/6/1968  100.74  101.88  100.23   101.2      13180000    1318   101.2
       9/9/1968   101.2  102.09  100.47  101.23      11890000    1189  101.23
      9/10/1968  101.23  101.81  100.12  100.73      11430000    1143  100.73
      9/12/1968  100.73   101.4    99.7  100.52      14630000    1463  100.52
      9/13/1968  100.52  101.53   99.89  100.86      13070000    1307  100.86
      9/16/1968  100.86  102.01  100.33  101.24      13260000    1326  101.24
      9/17/1968  101.24  102.18  100.64   101.5      13920000    1392   101.5
      9/19/1968   101.5  102.53  100.84  101.59      17910000    1791  101.59
      9/20/1968  101.59  102.37  100.81  101.66      14190000    1419  101.66
      9/23/1968  101.66  102.82   101.2  102.24      11550000    1155  102.24
      9/24/1968  102.24  103.21  101.59  102.59      15210000    1521  102.59
      9/26/1968  102.59  103.63  101.59  102.36      18950000    1895  102.36
      9/27/1968  102.36  103.07  101.36  102.31      13860000    1386  102.31
      9/30/1968  102.31  103.29  101.71  102.67      13610000    1361  102.67
      10/1/1968  102.67  103.58   101.8  102.86      15560000    1556  102.86
      10/3/1968  102.86  104.13  102.34  103.22      21110000    2111  103.22
      10/4/1968  103.22  104.35  102.65  103.71      15350000    1535  103.71
      10/7/1968  103.71   104.4  102.93   103.7      12420000    1242   103.7
      10/8/1968   103.7  104.45  102.84  103.74      14000000    1400  103.74
     10/10/1968  103.74   104.3  102.61  103.29      17000000    1700  103.29
     10/11/1968  103.29   103.9  102.39  103.18      12650000    1265  103.18
     10/14/1968  103.18  104.03  102.48  103.32      11980000    1198  103.32
     10/15/1968  103.32  104.25  102.66  103.53      13410000    1341  103.53
     10/17/1968  103.81  105.01  103.81  104.01      21060000    2106  104.01
     10/18/1968  104.01  105.34  103.54  104.82      15130000    1513  104.82
     10/21/1968  104.82  105.78  104.09  104.99      14380000    1438  104.99
     10/22/1968  104.99  105.48  103.84  104.57      13970000    1397  104.57
     10/24/1968  104.57  105.15  103.15  103.84      18300000    1830  103.84
     10/25/1968  103.84  104.81  103.14   104.2      14150000    1415   104.2
     10/28/1968   104.2  104.89  103.16   103.9      11740000    1174   103.9
     10/29/1968   103.9   104.5  102.65   103.3      12340000    1234   103.3
     10/31/1968   103.3  104.57  102.43  103.41      17650000    1765  103.41
      11/1/1968  103.41   104.3  102.36  103.06      14480000    1448  103.06
      11/4/1968  103.06  103.69  101.85   103.1      10930000    1093   103.1
      11/6/1968   103.1  104.41  102.45  103.27      12640000    1264  103.27
      11/7/1968  103.27  104.47  102.31   103.5      11660000    1166   103.5
      11/8/1968   103.5  104.59  102.96  103.95      14250000    1425  103.95
     11/12/1968  103.95  105.28  103.51  104.62      17250000    1725  104.62
     11/13/1968  104.62  105.76  104.08  105.13      15660000    1566  105.13
     11/14/1968  105.13  106.01  104.34   105.2      14900000    1490   105.2
     11/15/1968   105.2  106.44  104.61  105.78      15040000    1504  105.78
     11/18/1968  105.78  106.74  105.05  105.92      14390000    1439  105.92
     11/19/1968  105.92  106.84  105.06  106.14      15120000    1512  106.14
     11/21/1968  106.14  106.77  104.85  105.97      18320000    1832  105.97
     11/22/1968  105.97  106.89  105.21   106.3      15420000    1542   106.3
     11/25/1968   106.3  107.29  105.47  106.48      14490000    1449  106.48
     11/26/1968  106.48  107.93  106.11  107.26      16360000    1636  107.26
     11/27/1968  107.26  108.55  106.59  107.76      16550000    1655  107.76
     11/29/1968  107.76  109.09  107.32  108.37      14390000    1439  108.37
      12/2/1968  108.37  109.37  107.15  108.12      15390000    1539  108.12
      12/3/1968  108.12  108.74  107.02  108.02      15460000    1546  108.02
      12/5/1968  108.02   108.9  106.71  107.67      19330000    1933  107.67
      12/6/1968  107.67  108.91  106.85  107.93      15320000    1532  107.93
      12/9/1968  107.93  108.77  106.89  107.66      15800000    1580  107.66
     12/10/1968  107.66  108.33  106.68  107.39      14500000    1450  107.39
     12/12/1968  107.39  108.43  106.33  107.32      18160000    1816  107.32
     12/13/1968  107.32   108.5  106.56  107.58      16740000    1674  107.58
     12/16/1968  107.58   108.4   106.4   107.1      15950000    1595   107.1
     12/17/1968   107.1  107.65  105.86  106.66      14700000    1470  106.66
     12/19/1968  106.66  107.67   105.1  106.97      19630000    1963  106.97
     12/20/1968  106.97  107.98  105.73  106.34      15910000    1591  106.34
     12/23/1968  106.34  106.68  104.61  105.21      12970000    1297  105.21
     12/24/1968  105.21  105.95  104.37  105.04      11540000    1154  105.04
     12/26/1968  105.04  106.03  104.29  105.15       9670000     967  105.15
     12/27/1968  105.15  105.87   104.2  104.74      11200000    1120  104.74
     12/30/1968  104.74  104.99  103.09   103.8      12080000    1208   103.8
     12/31/1968   103.8  104.61  102.98  103.86      13130000    1313  103.86
       1/2/1969  103.86  104.85  103.21  103.93       9800000     980  103.93
       1/3/1969  103.93  104.87  103.17  103.99      12750000    1275  103.99
       1/6/1969  103.99  104.36  101.94  102.47      12720000    1272  102.47
       1/7/1969  102.47  102.68  100.15  101.22      15740000    1574  101.22
       1/8/1969  101.22  102.12  100.14   100.8      13840000    1384   100.8
       1/9/1969   100.8  102.09  100.35  101.22      12100000    1210  101.22
      1/10/1969  101.22  102.14  100.32  100.93      12680000    1268  100.93
      1/13/1969  100.93  101.35   96.63  100.44      11160000    1116  100.44
      1/14/1969  100.44  101.63   99.04  101.13      10700000    1070  101.13
      1/15/1969  101.13  102.48  100.78  101.62      11810000    1181  101.62
      1/16/1969  101.62  103.25  101.27  102.18      13120000    1312  102.18
      1/17/1969  102.18  103.06  101.32  102.03      11590000    1159  102.03
      1/20/1969  102.03   102.6     101  101.69      10950000    1095  101.69
      1/21/1969  101.69   102.4  100.88  101.63      10910000    1091  101.63
      1/22/1969  101.63  102.55  101.06  101.98      11480000    1148  101.98
      1/23/1969  101.98  103.21  101.57  102.43      13140000    1314  102.43
      1/24/1969  102.43  103.23  101.71  102.38      12520000    1252  102.38
      1/27/1969  102.38  103.15  101.64   102.4      11020000    1102   102.4
      1/28/1969   102.4   103.3  101.56  102.41      12070000    1207  102.41
      1/29/1969  102.41  103.31  101.69  102.51      11470000    1147  102.51
      1/30/1969  102.51  103.33  101.73  102.55      13010000    1301  102.55
      1/31/1969  102.55  103.64  102.08  103.01      12020000    1202  103.01
       2/3/1969  103.01  103.75  102.04  102.89      12510000    1251  102.89
       2/4/1969  102.89  103.59  102.15  102.92      12550000    1255  102.92
       2/5/1969  102.92  103.84  102.26   103.2      13750000    1375   103.2
       2/6/1969   103.2   104.3  102.55  103.54      12570000    1257  103.54
       2/7/1969  103.54  104.22   102.5  103.53      12780000    1278  103.53
      2/11/1969  103.53  104.61  102.96  103.65      12320000    1232  103.65
      2/12/1969  103.65  104.34  102.98  103.63      11530000    1153  103.63
      2/13/1969  103.63  104.36  102.86  103.71      12010000    1201  103.71
      2/14/1969  103.71  104.37  102.88  103.61      11460000    1146  103.61
      2/17/1969  103.61  104.03  102.04  102.44      11670000    1167  102.44
      2/18/1969  102.27  102.27  100.58   101.4      12490000    1249   101.4
      2/19/1969   101.4  102.07   100.3  100.65      10390000    1039  100.65
      2/20/1969  100.65  101.03   99.29   99.79      10990000    1099   99.79
      2/24/1969   99.79  100.07   98.09    98.6      12730000    1273    98.6
      2/25/1969    98.6   99.65    97.5   97.98       9540000     954   97.98
      2/26/1969   97.98    99.1   97.36   98.45       9540000     954   98.45
      2/27/1969   98.45      99    97.5   98.14       9670000     967   98.14
      2/28/1969   98.14   99.02   97.53   98.13       8990000     899   98.13
       3/3/1969   98.13   99.08   97.61   98.38       8260000     826   98.38
       3/4/1969   98.38   99.76   98.17   99.32       9320000     932   99.32
       3/5/1969   99.32  100.48   98.95   99.71      11370000    1137   99.71
       3/6/1969   99.71   99.93   98.11    98.7       9670000     967    98.7
       3/7/1969    98.7   99.13   97.32   98.65      10830000    1083   98.65
      3/10/1969   98.65   99.47   97.87   98.99       8920000     892   98.99
      3/11/1969   98.99  100.14   98.58   99.32       9870000     987   99.32
      3/12/1969   99.32   99.87   98.35   99.05       8720000     872   99.05
      3/13/1969   99.05   99.35   97.82   98.39      10030000    1003   98.39
      3/14/1969   98.39    98.7    97.4      98       8640000     864      98
      3/17/1969      98   98.71   97.06   98.25       9150000     915   98.25
      3/18/1969   98.25   99.41   97.83   98.49      11210000    1121   98.49
      3/19/1969   98.49    99.7   98.03   99.21       9740000     974   99.21
      3/20/1969   99.21  100.39    98.9   99.84      10260000    1026   99.84
      3/21/1969   99.84  100.37   98.88   99.63       9830000     983   99.63
      3/24/1969   99.63  100.16   98.85    99.5       8110000     811    99.5
      3/25/1969    99.5   100.3   98.88   99.66       9820000     982   99.66
      3/26/1969   99.66  100.86   99.24  100.39      11030000    1103  100.39
      3/27/1969  100.39  101.81  100.03   101.1      11900000    1190   101.1
      3/28/1969   101.1  102.35  100.73  101.51      12430000    1243  101.51
       4/1/1969  101.51  102.45  100.84  101.42      12360000    1236  101.42
       4/2/1969  101.42  101.65  100.61  100.78      10110000    1011  100.78
       4/3/1969  100.78   101.3   99.87  100.68      10300000    1030  100.68
       4/7/1969  100.63  100.63   99.08   99.89       9430000     943   99.89
       4/8/1969   99.89  101.27   99.35  100.14       9360000     936  100.14
       4/9/1969  100.14  101.44   99.88  101.02      12530000    1253  101.02
      4/10/1969  101.02  102.22  100.73  101.55      12200000    1220  101.55
      4/11/1969  101.55  102.28  100.97  101.65      10650000    1065  101.65
      4/14/1969  101.65   102.4  101.02  101.57       8990000     899  101.57
      4/15/1969  101.57  102.15  100.76  101.53       9610000     961  101.53
      4/16/1969  101.53  101.78  100.16  100.63       9680000     968  100.63
      4/17/1969  100.63  101.41   99.99  100.78       9360000     936  100.78
      4/18/1969  100.78  102.09   100.3  101.24      10850000    1085  101.24
      4/21/1969  101.24  101.68  100.11  100.56      10010000    1001  100.56
      4/22/1969  100.56  101.29   99.52  100.78      10250000    1025  100.78
      4/23/1969  100.78  101.77  100.15   100.8      12220000    1222   100.8
      4/24/1969   100.8   101.8  100.21  101.27      11340000    1134  101.27
      4/25/1969  101.27  102.29  100.81  101.72      12480000    1248  101.72
      4/28/1969  101.72  102.65  100.97  102.03      11120000    1112  102.03
      4/29/1969  102.03  103.31  101.51  102.79      14730000    1473  102.79
      4/30/1969  102.79  104.56   102.5  103.69      19350000    1935  103.69
       5/1/1969  103.69  104.59  102.74  103.51      14380000    1438  103.51
       5/2/1969  103.51  104.63  102.98     104      13070000    1307     104
       5/5/1969     104  105.08  103.48  104.37      13300000    1330  104.37
       5/6/1969  104.37   105.5  103.84  104.86      14700000    1470  104.86
       5/7/1969  104.86  105.59  103.83  104.67      14030000    1403  104.67
       5/8/1969  104.67  105.74   104.1   105.1      13050000    1305   105.1
       5/9/1969   105.1  106.01  104.35  105.05      12530000    1253  105.05
      5/12/1969  105.05  105.65  104.12  104.89      10550000    1055  104.89
      5/13/1969  104.89  105.91  104.31  105.34      12910000    1291  105.34
      5/14/1969  105.34  106.74  105.07  106.16      14360000    1436  106.16
      5/15/1969  106.16  106.69  105.08  105.85      11930000    1193  105.85
      5/16/1969  105.85  106.59  105.18  105.94      12280000    1228  105.94
      5/19/1969  105.94  106.15  104.52  104.97       9790000     979  104.97
      5/20/1969  104.97  105.16  103.56  104.04      10280000    1028  104.04
      5/21/1969  104.04  105.03  103.37  104.47      12100000    1210  104.47
      5/22/1969  104.47  105.66  103.92   104.6      13710000    1371   104.6
      5/23/1969   104.6  105.32  103.78  104.59      10900000    1090  104.59
      5/26/1969  104.59  105.14   103.8  104.36       9030000     903  104.36
      5/27/1969  104.36  104.68  103.12  103.57      10580000    1058  103.57
      5/28/1969  103.57  103.91  102.29  103.26      11330000    1133  103.26
      5/29/1969  103.26  104.27  102.76  103.46      11770000    1177  103.46
       6/2/1969  103.46  103.75   102.4  102.94       9180000     918  102.94
       6/3/1969  102.94   103.6  102.09  102.63      11190000    1119  102.63
       6/4/1969  102.63  103.45  102.07  102.59      10840000    1084  102.59
       6/5/1969  102.59  103.45  102.05  102.76      12350000    1235  102.76
       6/6/1969  102.76  103.41  101.68  102.12      12520000    1252  102.12
       6/9/1969  102.12  102.16  100.54   101.2      10650000    1065   101.2
      6/10/1969   101.2  101.76  100.02  100.42      10660000    1066  100.42
      6/11/1969  100.42  100.71   99.02   99.05      13640000    1364   99.05
      6/12/1969   99.05   99.78   97.96   98.26      11790000    1179   98.26
      6/13/1969   98.26   99.51   97.59   98.65      13070000    1307   98.65
      6/16/1969   98.65   99.64   97.91   98.32      10400000    1040   98.32
      6/17/1969   98.32   98.71   96.88   97.95      12210000    1221   97.95
      6/18/1969   97.95    99.2   97.45   97.81      11290000    1129   97.81
      6/19/1969   97.81   98.38   96.61   97.24      11160000    1116   97.24
      6/20/1969   97.24   98.22   96.29   96.67      11360000    1136   96.67
      6/23/1969   96.67   97.17   95.21   96.23      12900000    1290   96.23
      6/24/1969   96.29   98.04   96.29   97.32      11460000    1146   97.32
      6/25/1969   97.32    98.3   96.56   97.01      10490000    1049   97.01
      6/26/1969   97.01   97.91   95.97   97.25      10310000    1031   97.25
      6/27/1969   97.25   98.15   96.65   97.33       9020000     902   97.33
      6/30/1969   97.33   98.64   96.82   97.71       8640000     864   97.71
       7/1/1969   97.71   98.66   97.13   98.08       9890000     989   98.08
       7/2/1969   98.08    99.5   97.81   98.94      11350000    1135   98.94
       7/3/1969   98.94  100.25   98.62   99.61      10110000    1011   99.61
       7/7/1969   99.61  100.33   98.45   99.03       9970000     997   99.03
       7/8/1969   98.98   98.98   97.15   97.63       9320000     932   97.63
       7/9/1969   97.63   97.85   96.33   96.88       9320000     932   96.88
      7/10/1969   96.88   97.04   95.03   95.38      11450000    1145   95.38
      7/11/1969   95.38   96.65   94.81   95.77      11730000    1173   95.77
      7/14/1969   95.77   96.17    94.2   94.55       8310000     831   94.55
      7/15/1969   94.55      95   93.11   94.24      11110000    1111   94.24
      7/16/1969   94.24   95.83   94.22   95.18      10470000    1047   95.18
      7/17/1969   95.18   96.71   95.07   95.76      10450000    1045   95.76
      7/18/1969   95.76   95.84   94.18   94.95       8590000     859   94.95
      7/22/1969   94.95   95.45   93.15   93.52       9780000     978   93.52
      7/23/1969   93.52   93.99   92.07   93.12      11680000    1168   93.12
      7/24/1969   93.12   93.87   92.29    92.8       9750000     975    92.8
      7/25/1969    92.8   93.28   91.54   92.06       9800000     980   92.06
      7/28/1969   91.91   91.91   89.83   90.21      11800000    1180   90.21
      7/29/1969   90.21   91.56   89.06   89.48      13630000    1363   89.48
      7/30/1969   89.48   90.82   88.04   89.93      15580000    1558   89.93
      7/31/1969   89.96    92.4   89.96   91.83      14160000    1416   91.83
       8/1/1969   91.92   94.19   91.92   93.47      15070000    1507   93.47
       8/4/1969   93.47   94.42   92.29   92.99      10700000    1070   92.99
       8/5/1969   92.99   94.02   92.13   93.41       8940000     894   93.41
       8/6/1969   93.41   94.76   93.02   93.92      11100000    1110   93.92
       8/7/1969   93.92   94.77   93.17   93.99       9450000     945   93.99
       8/8/1969   93.99   94.63   93.29   93.94       8760000     876   93.94
      8/11/1969   93.94   94.24   92.77   93.36       6680000     668   93.36
      8/12/1969   93.36   93.66   92.19   92.63       7870000     787   92.63
      8/13/1969   92.63   93.26   91.48    92.7       9910000     991    92.7
      8/14/1969    92.7   93.87   92.32   93.34       9690000     969   93.34
      8/15/1969   93.34    94.5   92.92      94      10210000    1021      94
      8/18/1969      94      95   93.51   94.57       9420000     942   94.57
      8/19/1969   94.57   95.18   93.95   95.07      12640000    1264   95.07
      8/20/1969   95.07   95.64   94.25   95.07       9680000     968   95.07
      8/21/1969   95.07   95.87   94.56   95.35       8420000     842   95.35
      8/22/1969   95.35   96.43   94.91   95.92      10140000    1014   95.92
      8/25/1969   95.92   96.13   94.52   94.93       8410000     841   94.93
      8/26/1969   94.93   95.04   93.65    94.3       8910000     891    94.3
      8/27/1969    94.3   95.16   93.76   94.49       9100000     910   94.49
      8/28/1969   94.49   95.38   94.04   94.89       7730000     773   94.89
      8/29/1969   94.89   95.51   94.46   95.51       8850000     885   95.51
       9/2/1969   95.51   96.31   94.85   95.54       8560000     856   95.54
       9/3/1969   95.54   96.11   94.38   94.98       8760000     876   94.98
       9/4/1969   94.98    95.2   93.66    94.2       9380000     938    94.2
       9/5/1969    94.2   94.51   93.09   93.64       8890000     889   93.64
       9/8/1969   93.64   93.76   92.35    92.7       8310000     831    92.7
       9/9/1969    92.7   93.94   91.77   93.38      10980000    1098   93.38
      9/10/1969   93.38   95.35   93.23   94.95      11490000    1149   94.95
      9/11/1969   94.95   95.77   93.72   94.22      12370000    1237   94.22
      9/12/1969   94.22   95.04   93.26   94.13      10800000    1080   94.13
      9/15/1969   94.13   95.61   93.73   94.87      10680000    1068   94.87
      9/16/1969   94.87   95.73   94.06   94.95      11160000    1116   94.95
      9/17/1969   94.95    95.7   94.04   94.76      10980000    1098   94.76
      9/18/1969   94.76   95.53   94.05    94.9      11170000    1117    94.9
      9/19/1969    94.9   95.92   94.35   95.19      12270000    1227   95.19
      9/22/1969   95.19   96.13   94.58   95.63       9280000     928   95.63
      9/23/1969   95.63   96.62   94.86   95.63      13030000    1303   95.63
      9/24/1969   95.63    96.2   94.75    95.5      11320000    1132    95.5
      9/25/1969    95.5   95.92   94.28   94.77      10690000    1069   94.77
      9/26/1969   94.77   95.23   93.53   94.16       9680000     968   94.16
      9/29/1969   94.16   94.45   92.62   93.41      10170000    1017   93.41
      9/30/1969   93.41   94.05   92.55   93.12       9180000     918   93.12
      10/1/1969   93.12   93.51   92.12   92.52       9090000     909   92.52
      10/2/1969   92.52   93.63   91.66   93.24      11430000    1143   93.24
      10/3/1969   93.24   94.39   92.65   93.19      12410000    1241   93.19
      10/6/1969   93.19   93.99    92.5   93.38       9180000     918   93.38
      10/7/1969   93.38   94.03   92.59   93.09      10050000    1005   93.09
      10/8/1969   93.09   93.56   92.04   92.67      10370000    1037   92.67
      10/9/1969   92.67   93.55   91.75   93.03      10420000    1042   93.03
     10/10/1969   93.03   94.19    92.6   93.56      12210000    1221   93.56
     10/13/1969   93.56   94.86    93.2   94.55      13620000    1362   94.55
     10/14/1969   94.55   96.53   94.32    95.7      19950000    1995    95.7
     10/15/1969    95.7   96.56   94.65   95.72      15740000    1574   95.72
     10/16/1969   95.72   97.54   95.05   96.37      19500000    1950   96.37
     10/17/1969   96.37   97.24   95.38   96.26      13740000    1374   96.26
     10/20/1969   96.26   97.17   95.29   96.46      13540000    1354   96.46
     10/21/1969   96.46   97.84   95.86    97.2      16460000    1646    97.2
     10/22/1969    97.2   98.61   96.56   97.83      19320000    1932   97.83
     10/23/1969   97.83   98.39   96.46   97.46      14780000    1478   97.46
     10/24/1969   97.46   98.83   96.97   98.12      15430000    1543   98.12
     10/27/1969   98.12   98.78   97.49   97.97      12160000    1216   97.97
     10/28/1969   97.97   98.55   97.02   97.66      12410000    1241   97.66
     10/29/1969   97.66   97.92   96.26   96.81      12380000    1238   96.81
     10/30/1969   96.81   97.47   95.61   96.93      12820000    1282   96.93
     10/31/1969   96.93   98.03   96.33   97.12      13100000    1310   97.12
      11/3/1969   97.12   97.82   96.19   97.15      11140000    1114   97.15
      11/4/1969   97.15   97.82   95.84   97.21      12340000    1234   97.21
      11/5/1969   97.21   98.39   96.75   97.64      12110000    1211   97.64
      11/6/1969   97.64   98.31    96.8   97.67      11110000    1111   97.67
      11/7/1969   97.67   99.01   97.18   98.26      13280000    1328   98.26
     11/10/1969   98.26   99.23   97.65   98.33      12490000    1249   98.33
     11/11/1969   98.33   98.79   97.45   98.07      10080000    1008   98.07
     11/12/1969   98.07   98.72   97.28   97.89      12480000    1248   97.89
     11/13/1969   97.89   98.34   96.54   97.42      12090000    1209   97.42
     11/14/1969   97.42   97.44   96.36   97.07      10580000    1058   97.07
     11/17/1969   97.07   97.36   95.82   96.41      10120000    1012   96.41
     11/18/1969   96.41      97   95.57   96.39      11010000    1101   96.39
     11/19/1969   96.39   96.95   95.36    95.9      11240000    1124    95.9
     11/20/1969    95.9   95.94   94.12   94.91      12010000    1201   94.91
     11/21/1969   94.91   95.34   93.87   94.32       9840000     984   94.32
     11/24/1969   94.32   94.43   92.63   93.24      10940000    1094   93.24
     11/25/1969   93.24   94.17   92.38   92.94      11560000    1156   92.94
     11/26/1969   92.94   93.85   92.24   93.27      10630000    1063   93.27
     11/28/1969   93.27   94.41   92.88   93.81       8550000     855   93.81
      12/1/1969   93.81   94.47   92.78   93.22       9950000     995   93.22
      12/2/1969   93.22   93.54   91.95   92.65       9940000     994   92.65
      12/3/1969   92.65   93.05   91.25   91.65      11300000    1130   91.65
      12/4/1969   91.65   92.45   90.36   91.95      13230000    1323   91.95
      12/5/1969   91.95   92.91   91.14   91.73      11150000    1115   91.73
      12/8/1969   91.73   92.05   90.29   90.84       9990000     999   90.84
      12/9/1969   90.84   91.79   89.93   90.55      12290000    1229   90.55
     12/10/1969   90.55   91.22   89.33   90.48      12590000    1259   90.48
     12/11/1969   90.48   91.37   89.74   90.52      10430000    1043   90.52
