Date           Open    High    Low     Close   Volume        Vol in 1Adj Close
      1/20/1992  418.86  418.86   415.8  416.36     180900000   18090  416.36
      1/21/1992  416.36  416.39  411.32  412.64     218750000   21875  412.64
      1/22/1992  412.65  418.13  412.49  418.13     228140000   22814  418.13
      1/23/1992  418.13  419.78  414.36  414.96     234580000   23458  414.96
      1/24/1992  414.96  417.27  414.29  415.48     213630000   21363  415.48
      1/27/1992  415.44  416.84  414.48  414.99     190970000   19097  414.99
      1/28/1992  414.98  416.41  414.54  414.96     218400000   21840  414.96
      1/29/1992  414.96  417.83  409.17  410.34     248940000   24894  410.34
      1/30/1992  410.34  412.17  409.26  411.62     194680000   19468  411.62
      1/31/1992  411.65  412.63  408.64  408.78     197620000   19762  408.78
       2/3/1992  408.79  409.95  407.45  409.53     185290000   18529  409.53
       2/4/1992   409.6  413.85  409.28  413.85     233680000   23368  413.85
       2/5/1992  413.88  416.17  413.18  413.84     262440000   26244  413.84
       2/6/1992  413.87  414.55  411.93  413.82     242050000   24205  413.82
       2/7/1992  413.82  415.29  408.04  411.09     231120000   23112  411.09
      2/10/1992  411.07  413.77  411.07  413.77     184410000   18441  413.77
      2/11/1992  413.77  414.38  412.24  413.76     200130000   20013  413.76
      2/12/1992  413.77  418.08  413.36  417.13     237630000   23763  417.13
      2/13/1992  417.13  417.77  412.07  413.69     229360000   22936  413.69
      2/14/1992  413.69  413.84   411.2  412.48     215110000   21511  412.48
      2/18/1992  412.48  413.27  406.34  407.38     234300000   23430  407.38
      2/19/1992  407.38   408.7  406.54  408.26     232970000   23297  408.26
      2/20/1992  408.26   413.9  408.26   413.9     270650000   27065   413.9
      2/21/1992   413.9  414.26  409.72  411.43     261650000   26165  411.43
      2/24/1992  411.46  412.94  410.34  412.27     177540000   17754  412.27
      2/25/1992  412.27  412.27  408.02  410.45     210350000   21035  410.45
      2/26/1992  410.48  415.35  410.48  415.35     241500000   24150  415.35
      2/27/1992  415.35  415.99  413.47  413.86     215110000   21511  413.86
      2/28/1992  413.86  416.07   411.8   412.7     202320000   20232   412.7
       3/2/1992  412.68  413.74  411.52  412.45     180380000   18038  412.45
       3/3/1992  412.45  413.78  411.88  412.85     200890000   20089  412.85
       3/4/1992  412.86  413.27  409.33  409.33     206860000   20686  409.33
       3/5/1992  409.33  409.33  405.42  406.51     205770000   20577  406.51
       3/6/1992  406.51  407.51  403.65  404.44     185190000   18519  404.44
       3/9/1992  404.45  405.64  404.25  405.21     160650000   16065  405.21
      3/10/1992  405.21  409.16  405.21  406.89     203000000   20300  406.89
      3/11/1992  406.88  407.02  402.64  404.03     186330000   18633  404.03
      3/12/1992  404.03  404.72  401.94  403.89     180310000   18031  403.89
      3/13/1992  403.92  406.69  403.92  405.84     177900000   17790  405.84
      3/16/1992  405.85   406.4  403.55  406.39     155950000   15595  406.39
      3/17/1992  406.39  409.72  406.39  409.58     187250000   18725  409.58
      3/18/1992  409.58  410.84  408.23  409.15     191720000   19172  409.15
      3/19/1992  409.15  410.57  409.12   409.8     197310000   19731   409.8
      3/20/1992   409.8   411.3  408.53   411.3     246210000   24621   411.3
      3/23/1992  411.29  411.29  408.87  409.91     157050000   15705  409.91
      3/24/1992  409.91  411.43  407.99  408.88     191610000   19161  408.88
      3/25/1992  408.88  409.87  407.52  407.52     192650000   19265  407.52
      3/26/1992  407.52  409.44  406.75  407.86     176720000   17672  407.86
      3/27/1992  407.86  407.86  402.87   403.5     166140000   16614   403.5
      3/30/1992   403.5   404.3  402.97     403     133990000   13399     403
      3/31/1992     403  405.21  402.22  403.69     182360000   18236  403.69
       4/1/1992  403.67   404.5  400.75  404.23     186530000   18653  404.23
       4/2/1992  404.17  404.63  399.28   400.5     185210000   18521   400.5
       4/3/1992   400.5  401.59  398.21  401.55     188580000   18858  401.55
       4/6/1992  401.54  405.93  401.52  405.59     179910000   17991  405.59
       4/7/1992  405.59  405.75  397.97  398.06     205210000   20521  398.06
       4/8/1992  398.05  398.05  392.41   394.5     249280000   24928   394.5
       4/9/1992   394.5  401.04   394.5  400.64     231430000   23143  400.64
      4/10/1992  400.59  405.12  400.59  404.29     199530000   19953  404.29
      4/13/1992  404.28  406.08   403.9  406.08     143140000   14314  406.08
      4/14/1992  406.08  413.86  406.08  412.39     231130000   23113  412.39
      4/15/1992  412.39  416.28  412.39  416.28     229710000   22971  416.28
      4/16/1992  416.28  416.28   413.4  416.04     233230000   23323  416.04
      4/20/1992  416.05  416.05  407.93  410.18     191980000   19198  410.18
      4/21/1992  410.16  411.09   408.2  410.26     214460000   21446  410.26
      4/22/1992  410.26   411.3  409.23  409.81     218850000   21885  409.81
      4/23/1992  409.81   411.6  406.86   411.6     235860000   23586   411.6
      4/24/1992   411.6  412.48  408.74  409.02     199310000   19931  409.02
      4/27/1992  409.03   409.6  407.64  408.45     172900000   17290  408.45
      4/28/1992  408.45  409.69  406.33  409.11     189220000   18922  409.11
      4/29/1992  409.11  412.31  409.11  412.02     206780000   20678  412.02
      4/30/1992  412.02  414.95  412.02  414.95     223590000   22359  414.95
       5/1/1992  414.95  415.21  409.87  412.53     177390000   17739  412.53
       5/4/1992  412.54  417.84  412.54  416.91     174540000   17454  416.91
       5/5/1992  416.91  418.53  415.77  416.84     200550000   20055  416.84
       5/6/1992  416.84  418.48   416.4  416.79     199950000   19995  416.79
       5/7/1992  416.79  416.84  415.38  415.85     168980000   16898  415.85
       5/8/1992  415.87  416.85  414.41  416.05     168720000   16872  416.05
      5/11/1992  416.05  418.75  416.05  418.49     155730000   15573  418.49
      5/12/1992  418.49  418.68  414.69  416.29     192870000   19287  416.29
      5/13/1992  416.29  417.04  415.86  416.45     175850000   17585  416.45
      5/14/1992  416.45  416.52  411.82  413.14     189150000   18915  413.14
      5/15/1992  413.14  413.14  409.85  410.09     192740000   19274  410.09
      5/18/1992  410.13  413.34  410.13  412.81     151380000   15138  412.81
      5/19/1992  412.82  416.51  412.26  416.37     187130000   18713  416.37
      5/20/1992  416.37  416.83  415.37  415.39     198180000   19818  415.39
      5/21/1992   415.4  415.41  411.57   412.6     184860000   18486   412.6
      5/22/1992  412.61  414.82   412.6  414.02     146710000   14671  414.02
      5/26/1992  414.02  414.02  410.23  411.41     197700000   19770  411.41
      5/27/1992  411.41  412.68  411.06  412.17     182240000   18224  412.17
      5/28/1992  412.17  416.77  411.81  416.74     195300000   19530  416.74
      5/29/1992  416.74  418.36  415.35  415.35     204010000   20401  415.35
       6/1/1992  415.35   417.3  412.44   417.3     180800000   18080   417.3
       6/2/1992   417.3   417.3   413.5   413.5     202560000   20256   413.5
       6/3/1992   413.5  416.54  413.04  414.59     215770000   21577  414.59
       6/4/1992   414.6  414.98  412.97  413.26     204450000   20445  413.26
       6/5/1992  413.26  413.85  410.97  413.48     199050000   19905  413.48
       6/8/1992  413.48  413.95  412.03  413.36     161240000   16124  413.36
       6/9/1992   413.4  413.56   409.3  410.06     191170000   19117  410.06
      6/10/1992  410.06   410.1  406.81  407.25     210750000   21075  407.25
      6/11/1992  407.25  409.05  406.11  409.05     204780000   20478  409.05
      6/12/1992  409.08  411.86  409.08  409.76     181860000   18186  409.76
      6/15/1992  409.76  411.68  408.13  410.29     164080000   16408  410.29
      6/16/1992  410.29   411.4  408.32  408.32     194400000   19440  408.32
      6/17/1992  408.33  408.33  401.98  402.26     227760000   22776  402.26
      6/18/1992  402.26  402.68  400.51  400.96     225600000   22560  400.96
      6/19/1992  400.96  404.23  400.96  403.67     233460000   23346  403.67
      6/22/1992  403.64  403.64  399.92   403.4     169370000   16937   403.4
      6/23/1992   403.4  405.41   403.4  404.04     189190000   18919  404.04
      6/24/1992  404.05  404.76  403.26  403.84     193870000   19387  403.84
      6/25/1992  403.83  405.53  402.01  403.12     182960000   18296  403.12
      6/26/1992  403.12  403.51  401.94  403.45     154430000   15443  403.45
      6/29/1992  403.47  408.96  403.47  408.94     176750000   17675  408.94
      6/30/1992  408.94  409.63  407.85  408.14     195530000   19553  408.14
       7/1/1992   408.2  412.88   408.2  412.88     214250000   21425  412.88
       7/2/1992  412.88  415.71  410.07  411.77     220200000   22020  411.77
       7/6/1992  411.77  413.84  410.46  413.84     186920000   18692  413.84
       7/7/1992  413.83  415.33  408.58  409.16     226050000   22605  409.16
       7/8/1992  409.15  410.28   407.2  410.28     201030000   20103  410.28
       7/9/1992  410.28  414.69  410.26  414.23     207980000   20798  414.23
      7/10/1992  414.23  415.88  413.34  414.62     164770000   16477  414.62
      7/13/1992  414.62  415.86  413.93  414.87     148870000   14887  414.87
      7/14/1992  414.86  417.69  414.33  417.68     195570000   19557  417.68
      7/15/1992  417.68  417.81  416.29   417.1     206560000   20656   417.1
      7/16/1992  417.04  417.93  414.79  417.54     206900000   20690  417.54
      7/17/1992  417.54  417.54  412.96  415.62     192120000   19212  415.62
      7/20/1992  415.62  415.62  410.72  413.75     165760000   16576  413.75
      7/21/1992  413.75  414.92   413.1  413.76     173760000   17376  413.76
      7/22/1992  413.74  413.74  409.95  410.93     190160000   19016  410.93
      7/23/1992  410.93  412.08  409.81  412.08     175490000   17549  412.08
      7/24/1992  412.07  412.07  409.93   411.6     163890000   16389   411.6
      7/27/1992   411.6  412.67  411.27  411.54     164700000   16470  411.54
      7/28/1992  411.55  417.55  411.55  417.52     218060000   21806  417.52
      7/29/1992  417.52  423.02  417.52  422.23     275850000   27585  422.23
      7/30/1992   422.2  423.94  421.57  423.92     193410000   19341  423.92
      7/31/1992  423.92   424.8  422.46  424.21     172920000   17292  424.21
       8/3/1992  424.19  425.09  422.84  425.09     164460000   16446  425.09
       8/4/1992  425.09  425.14   423.1  424.36     166760000   16676  424.36
       8/5/1992  424.35  424.35  421.92  422.19     172450000   17245  422.19
       8/6/1992  422.19  422.36  420.26  420.59     181440000   18144  420.59
       8/7/1992  420.59  423.45  418.51  418.88     190640000   19064  418.88
      8/10/1992  418.87  419.42  417.04  419.42     142480000   14248  419.42
      8/11/1992  419.45  419.72  416.53   418.9     173940000   17394   418.9
      8/12/1992  418.89  419.75  416.43  417.78     176560000   17656  417.78
      8/13/1992  417.78  419.88   416.4  417.73     185750000   18575  417.73
      8/14/1992  417.74   420.4  417.74  419.91     166820000   16682  419.91
      8/17/1992  419.89  421.89  419.44  420.74     152830000   15283  420.74
      8/18/1992  420.74   421.4  419.78  421.34     171750000   17175  421.34
      8/19/1992  421.34  421.62  418.19  418.19     187070000   18707  418.19
      8/20/1992  418.19  418.85  416.93  418.26     183420000   18342  418.26
      8/21/1992  418.27  420.35  413.58  414.85     204800000   20480  414.85
      8/24/1992   414.8   414.8  410.07  410.72     165690000   16569  410.72
      8/25/1992  410.73  411.64   408.3  411.61     202760000   20276  411.61
      8/26/1992  411.65  413.61  410.53  413.51     171860000   17186  413.51
      8/27/1992  413.51  415.83  413.51  413.53     178600000   17860  413.53
      8/28/1992  413.54  414.95  413.38  414.84     152260000   15226  414.84
      8/31/1992  414.87  415.29  413.76  414.03     161480000   16148  414.03
       9/1/1992  414.03  416.07  413.35  416.07     172680000   17268  416.07
       9/2/1992  416.07  418.28  415.31  417.98     187480000   18748  417.98
       9/3/1992  417.98  420.31  417.49  417.98     212500000   21250  417.98
       9/4/1992  417.98  418.62  416.76  417.08     124380000   12438  417.08
       9/8/1992  417.08  417.18   414.3  414.44     161440000   16144  414.44
       9/9/1992  414.44  416.44  414.44  416.36     178800000   17880  416.36
      9/10/1992  416.34  420.52  416.34  419.95     221990000   22199  419.95
      9/11/1992  419.95  420.58  419.13  419.58     180560000   18056  419.58
      9/14/1992  419.65  425.27  419.65  425.27     250940000   25094  425.27
      9/15/1992  425.22  425.22  419.54  419.77     211860000   21186  419.77
      9/16/1992  419.71  422.44  417.77  419.92     231450000   23145  419.92
      9/17/1992  419.92  421.43  419.62  419.93     188270000   18827  419.93
      9/18/1992  419.92  422.93  419.92  422.93     237440000   23744  422.93
      9/21/1992   422.9   422.9  421.18  422.14     153940000   15394  422.14
      9/22/1992  422.14  422.14  417.13  417.14     188810000   18881  417.14
      9/23/1992  417.14  417.88     416  417.44     205700000   20570  417.44
      9/24/1992  417.46  419.01  417.46  418.47     187960000   18796  418.47
      9/25/1992  418.47  418.63  412.71  414.35     213670000   21367  414.35
      9/28/1992  414.35  416.62     413  416.62     158760000   15876  416.62
      9/29/1992  416.62  417.38  415.34   416.8     170750000   17075   416.8
      9/30/1992  416.79  418.58  416.67   417.8     184470000   18447   417.8
      10/1/1992   417.8  418.67  415.46  416.29     204780000   20478  416.29
      10/2/1992  416.29  416.35  410.45  410.47     188030000   18803  410.47
      10/5/1992  410.47  410.47   396.8  407.57     286550000   28655  407.57
      10/6/1992  407.57  408.56  404.84  407.18     203500000   20350  407.18
      10/7/1992  407.17   408.6  403.91  404.25     184380000   18438  404.25
      10/8/1992  404.29  408.04  404.29  407.75     205000000   20500  407.75
      10/9/1992  407.75  407.75  402.42  402.66     178940000   17894  402.66
     10/12/1992  402.66  407.44  402.66  407.44     126670000   12667  407.44
     10/13/1992  407.44  410.64  406.83   409.3     186650000   18665   409.3
     10/14/1992   409.3  411.52  407.86  409.37     175900000   17590  409.37
     10/15/1992  409.34  411.03  407.92   409.6     213590000   21359   409.6
     10/16/1992   409.6  411.73  407.43  411.73     235920000   23592  411.73
     10/19/1992  411.73  414.98  410.66  414.98     222150000   22215  414.98
     10/20/1992  414.98  417.98  414.49  415.48     258210000   25821  415.48
     10/21/1992  415.53  416.15  414.54  415.67     219100000   21910  415.67
     10/22/1992  415.67  416.81   413.1   414.9     216400000   21640   414.9
     10/23/1992   414.9  416.23  413.68   414.1     199060000   19906   414.1
     10/26/1992  414.09  418.17  413.71  418.16     188060000   18806  418.16
     10/27/1992  418.18   419.2  416.97  418.49     201730000   20173  418.49
     10/28/1992  418.49  420.13  417.56  420.13     203910000   20391  420.13
     10/29/1992  420.15  421.16  419.83  420.86     206550000   20655  420.86
     10/30/1992  420.86  421.13  418.54  418.68     201930000   20193  418.68
      11/2/1992  418.66  422.75  418.12  422.75     203280000   20328  422.75
      11/3/1992  422.75  422.81  418.59  419.92     208140000   20814  419.92
      11/4/1992  419.91  421.07  416.61  417.11     194400000   19440  417.11
      11/5/1992  417.08   418.4  415.58  418.34     219730000   21973  418.34
      11/6/1992  418.35  418.35  417.01  417.58     205310000   20531  417.58
      11/9/1992  417.58  420.13  416.79  418.59     197560000   19756  418.59
     11/10/1992  418.59  419.71  417.98  418.62     223180000   22318  418.62
     11/11/1992  418.62  422.33   418.4   422.2     243750000   24375   422.2
     11/12/1992   422.2   423.1   421.7  422.87     226010000   22601  422.87
     11/13/1992  422.89  422.91  421.04  422.43     192950000   19295  422.43
     11/16/1992  422.44  422.44  420.35  420.68     173600000   17360  420.68
     11/17/1992  420.63  420.97  418.31  419.27     187660000   18766  419.27
     11/18/1992  419.27  423.49  419.24  422.85     219080000   21908  422.85
     11/19/1992  422.86  423.61   422.5  423.61     218720000   21872  423.61
     11/20/1992  423.61  426.98  423.61  426.65     257460000   25746  426.65
     11/23/1992  426.65  426.65  424.95  425.12     192530000   19253  425.12
     11/24/1992  425.14  429.31  424.83  427.59     241540000   24154  427.59
     11/25/1992  427.59  429.41  427.58  429.19     207700000   20770  429.19
     11/27/1992  429.19  431.93  429.17  430.16     106020000   10602  430.16
     11/30/1992  430.19  431.53  429.36  431.35     230150000   23015  431.35
      12/1/1992  431.35  431.47   429.2  430.78     259050000   25905  430.78
      12/2/1992  430.78  430.87  428.61  429.89     247010000   24701  429.89
      12/3/1992  429.98  430.99   428.8  429.91     238050000   23805  429.91
      12/4/1992  429.93  432.89  429.74  432.06     234960000   23496  432.06
      12/7/1992  432.06  435.31  432.06  435.31     217700000   21770  435.31
      12/8/1992  435.31  436.99  434.68  436.99     234330000   23433  436.99
      12/9/1992  436.99  436.99  433.98  435.65     230060000   23006  435.65
     12/10/1992  435.66  435.66  432.65  434.64     240640000   24064  434.64
     12/11/1992  434.64  434.64  433.34  433.73     164510000   16451  433.73
     12/14/1992  433.73  435.26  432.83  432.84     187040000   18704  432.84
     12/15/1992  432.82  433.66  431.92  432.57     227770000   22777  432.57
     12/16/1992  432.58  434.22  430.88  431.52     242130000   24213  431.52
     12/17/1992  431.52  435.44  431.46  435.43     251640000   25164  435.43
     12/18/1992  435.46  441.29  435.46  441.28     389300000   38930  441.28
     12/21/1992  441.26  441.26  439.65   440.7     224680000   22468   440.7
     12/22/1992   440.7  441.64  438.25  440.31     250430000   25043  440.31
     12/23/1992  440.29  441.11  439.03  439.03     234140000   23414  439.03
     12/24/1992  439.03  439.81  439.03  439.77      95240000    9524  439.77
     12/28/1992  439.77  439.77  437.26  439.15     143970000   14397  439.15
     12/29/1992  439.15  442.65   437.6  437.98     213660000   21366  437.98
     12/30/1992  437.98  439.37  437.12  438.82     183930000   18393  438.82
     12/31/1992  438.82  439.59  435.71  435.71     165910000   16591  435.71
       1/4/1993   435.7  437.32  434.48  435.38     201210000   20121  435.38
       1/5/1993  435.38   435.4  433.55  434.34     240350000   24035  434.34
       1/6/1993  434.34  435.17  432.52  434.52     295240000   29524  434.52
       1/7/1993  434.52  435.46  429.76  430.73     304850000   30485  430.73
       1/8/1993  430.73  430.73  426.88  429.05     263470000   26347  429.05
      1/11/1993  429.04  431.04  429.01  430.95     217150000   21715  430.95
      1/12/1993  430.95  431.39  428.19  431.04     239410000   23941  431.04
      1/13/1993  431.03  433.44  429.99  433.03     245360000   24536  433.03
      1/14/1993  433.08  435.96  433.08  435.94     281040000   28104  435.94
      1/15/1993  435.87  439.49  435.84  437.15     309720000   30972  437.15
      1/18/1993  437.13  437.13  435.92  436.84     196030000   19603  436.84
      1/19/1993  436.84   437.7  434.59  435.13     283240000   28324  435.13
      1/20/1993  435.14  436.23  433.37  433.37     268790000   26879  433.37
      1/21/1993  433.37  435.75  432.48  435.49     257620000   25762  435.49
      1/22/1993  435.49  437.81  435.49  436.11     293320000   29332  436.11
      1/25/1993  436.11  440.53  436.11  440.01     288740000   28874  440.01
      1/26/1993  440.05  442.66  439.54  439.95     314110000   31411  439.95
      1/27/1993  439.95  440.04  436.82  438.11     277020000   27702  438.11
      1/28/1993  438.13  439.14   437.3  438.66     256980000   25698  438.66
      1/29/1993  438.67  438.93  436.91  438.78     247200000   24720  438.78
       2/1/1993  438.78  442.52  438.78  442.52     238570000   23857  442.52
       2/2/1993  442.52  442.87  440.76  442.55     271560000   27156  442.55
       2/3/1993  442.56  447.35  442.56   447.2     345410000   34541   447.2
       2/4/1993   447.2  449.86   447.2  449.56     351140000   35114  449.56
       2/5/1993  449.56  449.56  446.95  448.93     324710000   32471  448.93
       2/8/1993  448.94  450.04   447.7  447.85     243400000   24340  447.85
       2/9/1993  448.04  448.04  444.52  445.33     240410000   24041  445.33
      2/10/1993  445.33  446.37  444.24  446.23     251910000   25191  446.23
      2/11/1993  446.21  449.36  446.21  447.66     257190000   25719  447.66
      2/12/1993  447.66   447.7  444.58  444.58     216810000   21681  444.58
      2/16/1993  444.53  444.53  433.47  433.91     332850000   33285  433.91
      2/17/1993  433.93  433.97  430.92   433.3     302210000   30221   433.3
      2/18/1993   433.3  437.79  428.25   431.9     311180000   31118   431.9
      2/19/1993  431.93  434.26  431.68  434.22     310700000   31070  434.22
      2/22/1993  434.21  436.49  433.53  435.24     311570000   31157  435.24
      2/23/1993  435.34  436.84  432.41   434.8     329060000   32906   434.8
      2/24/1993  434.76  440.87  434.68  440.87     316750000   31675  440.87
      2/25/1993   440.7  442.34  439.67  442.34     252860000   25286  442.34
      2/26/1993  442.34  443.77  440.98  443.38     234160000   23416  443.38
       3/1/1993  443.38  444.18  441.34  442.01     232460000   23246  442.01
       3/2/1993     442  447.91  441.07   447.9     269750000   26975   447.9
       3/3/1993   447.9     450  447.73  449.26     277380000   27738  449.26
       3/4/1993  449.26  449.52  446.72  447.34     234220000   23422  447.34
       3/5/1993  447.34  449.59  445.56  446.11     253480000   25348  446.11
       3/8/1993  446.12  454.71  446.12  454.71     275290000   27529  454.71
       3/9/1993  454.67  455.52  453.68   454.4     290670000   29067   454.4
      3/10/1993   454.4  456.34   452.7  456.33     255610000   25561  456.33
      3/11/1993  456.35  456.76  453.48  453.72     257060000   25706  453.72
      3/12/1993   453.7   453.7  447.04  449.83     255420000   25542  449.83
      3/15/1993  449.83  451.43   449.4  451.43     195930000   19593  451.43
      3/16/1993  451.43  452.36  451.01  451.37     218820000   21882  451.37
      3/17/1993  451.36  451.36  447.99  448.31     241270000   24127  448.31
      3/18/1993  448.36  452.39  448.36  451.89     241180000   24118  451.89
      3/19/1993   451.9  453.32  449.91  450.18     339660000   33966  450.18
      3/22/1993  450.17  450.17  446.08  448.88     233190000   23319  448.88
      3/23/1993  448.88   449.8   448.3  448.76     232730000   23273  448.76
      3/24/1993  448.71   450.9   446.1  448.07     274300000   27430  448.07
      3/25/1993  448.09  451.75  447.93  450.88     251530000   25153  450.88
      3/26/1993  450.91  452.09  447.69  447.78     226650000   22665  447.78
      3/29/1993  447.76  452.81  447.75  450.77     199970000   19997  450.77
      3/30/1993  450.79  452.06  449.63  451.97     231190000   23119  451.97
      3/31/1993  451.97  454.88  451.67  451.67     279190000   27919  451.67
       4/1/1993  451.67  452.63   449.6   450.3     234530000   23453   450.3
       4/2/1993  450.28  450.28  440.71  441.39     323330000   32333  441.39
       4/5/1993  441.42  442.43  440.53  442.29     296080000   29608  442.29
       4/6/1993  442.29  443.38  439.48  441.16     293680000   29368  441.16
       4/7/1993  441.16  442.73   440.5  442.73     300000000   30000  442.73
       4/8/1993  442.71  443.77  440.02  441.84     284370000   28437  441.84
      4/12/1993  441.84  448.37  441.84  448.37     259690000   25969  448.37
      4/13/1993  448.41   450.4  447.66  449.22     286690000   28669  449.22
      4/14/1993  449.22     450  448.02  448.66     257340000   25734  448.66
      4/15/1993   448.6  449.11  446.39   448.4     259500000   25950   448.4
      4/16/1993  448.41  449.39  447.67  448.94     305160000   30516  448.94
      4/19/1993  448.94  449.14  445.85  447.46     244710000   24471  447.46
      4/20/1993  447.46  447.46  441.81   445.1     317990000   31799   445.1
      4/21/1993  445.09  445.77  443.08  443.63     287300000   28730  443.63
      4/22/1993  443.55  445.73  439.46  439.46     310390000   31039  439.46
      4/23/1993  439.49  439.49  436.82  437.03     259810000   25981  437.03
      4/26/1993  437.03  438.35   432.3  433.54     283260000   28326  433.54
      4/27/1993  433.52  438.02  433.14  438.01     284140000   28414  438.01
      4/28/1993  438.01   438.8  436.68  438.02     267980000   26798  438.02
      4/29/1993  438.02  438.96  435.59  438.89     249760000   24976  438.89
      4/30/1993  438.89  442.29  438.89  440.19     247460000   24746  440.19
       5/3/1993  440.19  442.59  438.25  442.46     224970000   22497  442.46
       5/4/1993  442.58  445.19  442.45  444.05     268310000   26831  444.05
       5/5/1993  443.98  446.09  443.76  444.52     274240000   27424  444.52
       5/6/1993   444.6  444.81   442.9  443.26     255460000   25546  443.26
       5/7/1993  443.28   443.7  441.69  442.31     223570000   22357  442.31
      5/10/1993  442.34  445.42  442.05   442.8     235580000   23558   442.8
      5/11/1993   442.8  444.57  441.52  444.36     218480000   21848  444.36
      5/12/1993  444.32  445.16  442.87   444.8     255680000   25568   444.8
      5/13/1993  444.75  444.75  439.23  439.23     293920000   29392  439.23
      5/14/1993  439.22  439.82   438.1  439.56     252910000   25291  439.56
      5/17/1993  439.56  440.38  437.83  440.37     227580000   22758  440.37
      5/18/1993  440.39  441.26  437.95  440.32     264300000   26430  440.32
      5/19/1993  440.32  447.86  436.86  447.57     342420000   34242  447.57
      5/20/1993  447.57  450.59  447.36  450.59     289160000   28916  450.59
      5/21/1993  450.59  450.59  444.89  445.84     279120000   27912  445.84
      5/24/1993  445.84  448.44  445.26     448     197990000   19799     448
      5/25/1993     448  449.04   447.7  448.85     222090000   22209  448.85
      5/26/1993  448.85  453.51  448.82  453.44     274230000   27423  453.44
      5/27/1993  453.44  454.55  451.14  452.41     300810000   30081  452.41
      5/28/1993  452.41  452.41  447.67  450.19     207820000   20782  450.19
       6/1/1993  450.23  455.63  450.23  453.83     229690000   22969  453.83
       6/2/1993  453.83  454.53  452.68  453.85     295560000   29556  453.85
       6/3/1993  453.84  453.85  451.12  452.49     285570000   28557  452.49
       6/4/1993  452.43  452.43  448.92  450.06     226440000   22644  450.06
       6/7/1993  450.07  450.75  447.32  447.69     236920000   23692  447.69
       6/8/1993  447.65  447.65  444.31  444.71     240640000   24064  444.71
       6/9/1993  444.71  447.39  444.66  445.78     249030000   24903  445.78
      6/10/1993  445.78  446.22  444.09  445.38     232600000   23260  445.38
      6/11/1993  445.38  448.19  445.38  447.26     256750000   25675  447.26
      6/14/1993  447.26  448.64  447.23  447.71     210440000   21044  447.71
      6/15/1993  447.73  448.28  446.18  446.27     234110000   23411  446.27
      6/16/1993  446.27  447.43  443.61  447.43     267500000   26750  447.43
      6/17/1993  447.43  448.98  446.91  448.54     239810000   23981  448.54
      6/18/1993  448.54  448.59  443.68  443.68     300500000   30050  443.68
      6/21/1993  443.68  446.22  443.68  446.22     223650000   22365  446.22
      6/22/1993  446.25  446.29  444.94  445.93     259530000   25953  445.93
      6/23/1993  445.96  445.96  443.19  443.19     278260000   27826  443.19
      6/24/1993  443.04  447.21   442.5  446.62     267450000   26745  446.62
      6/25/1993  446.62  448.64  446.62   447.6     210430000   21043   447.6
      6/28/1993   447.6   451.9   447.6  451.85     242090000   24209  451.85
      6/29/1993  451.89   451.9  449.67  450.69     276310000   27631  450.69
      6/30/1993  450.69  451.47  450.15  450.53     281120000   28112  450.53
       7/1/1993  450.54  451.15  448.71  449.02     292040000   29204  449.02
       7/2/1993  449.02  449.02   445.2  445.84     220750000   22075  445.84
       7/6/1993  445.86  446.87  441.42  441.43     234810000   23481  441.43
       7/7/1993   441.4  443.63   441.4  442.83     253170000   25317  442.83
       7/8/1993  442.84  448.64  442.84  448.64     282910000   28291  448.64
       7/9/1993  448.64  448.94  446.74  448.11     235210000   23521  448.11
      7/12/1993  448.13  449.11  447.71  448.98     202310000   20231  448.98
      7/13/1993     449   450.7  448.07  448.09     236720000   23672  448.09
      7/14/1993  448.08  451.12  448.08  450.08     297430000   29743  450.08
      7/15/1993  450.09  450.12  447.26  449.22     277810000   27781  449.22
      7/16/1993  449.07  449.08  445.66  445.75     263100000   26310  445.75
      7/19/1993  445.75  446.78  444.83  446.03     216370000   21637  446.03
      7/20/1993  446.03  447.63  443.71  447.31     277420000   27742  447.31
      7/21/1993  447.28   447.5  445.84  447.18     278590000   27859  447.18
      7/22/1993  447.18  447.23  443.72  444.51     249630000   24963  444.51
      7/23/1993  444.54   447.1  444.54   447.1     222170000   22217   447.1
      7/26/1993  447.06   449.5  447.04  449.09     222580000   22258  449.09
      7/27/1993     449  449.44  446.76  448.24     256750000   25675  448.24
      7/28/1993  448.25  448.61  446.59  447.19     273100000   27310  447.19
      7/29/1993  447.19  450.77  447.19  450.24     261240000   26124  450.24
      7/30/1993  450.19  450.22  446.98  448.13     254420000   25442  448.13
       8/2/1993  448.13  450.15  448.03  450.15     230380000   23038  450.15
       8/3/1993  450.15  450.43  447.59  449.27     253110000   25311  449.27
       8/4/1993  449.27  449.72  447.93  448.54     230040000   23004  448.54
       8/5/1993  448.55  449.61  446.94  448.13     261900000   26190  448.13
       8/6/1993  448.13  449.26  447.87  448.68     221170000   22117  448.68
       8/9/1993  448.68  451.51  448.31  450.72     232750000   23275  450.72
      8/10/1993  450.71  450.71   449.1  449.45     255520000   25552  449.45
      8/11/1993   449.6     451   449.6  450.46     268330000   26833  450.46
      8/12/1993  450.47  451.63  447.53  448.96     278530000   27853  448.96
      8/13/1993  448.97  450.25  448.97  450.14     214370000   21437  450.14
      8/16/1993  450.25  453.41  450.25  452.38     233640000   23364  452.38
