Date Open High Low Close Volume AdjClose TrainTest 
8/18/1971 99.99 100.19 98.06 98.6 2068 98.6 test
8/19/1971 98.6 99.07 97.35 98.16 1419 98.16 train
8/20/1971 98.16 98.94 97.52 98.33 1189 98.33 train
8/23/1971 98.33 99.96 98.09 99.25 1304 99.25 train
8/24/1971 99.25 101.02 99.15 100.4 1870 100.4 test
8/25/1971 100.4 101.51 99.77 100.41 1828 100.41 train
8/26/1971 100.41 101.12 99.4 100.24 1399 100.24 train
8/27/1971 100.24 101.22 99.76 100.48 1249 100.48 test
8/30/1971 100.48 100.89 99.17 99.52 1114 99.52 train
8/31/1971 99.52 99.76 98.32 99.03 1043 99.03 test
9/1/1971 99.03 99.84 98.5 99.07 1077 99.07 test
9/2/1971 99.07 99.8 98.52 99.29 1069 99.29 train
9/3/1971 99.29 100.93 99.1 100.69 1404 100.69 test
9/7/1971 100.69 102.25 100.43 101.15 1708 101.15 train
9/8/1971 101.15 101.94 100.52 101.34 1423 101.34 train
9/9/1971 101.34 101.88 100.38 100.8 1579 100.8 train
9/10/1971 100.8 101.01 99.69 100.42 1138 100.42 test
9/13/1971 100.42 100.84 99.49 100.07 1000 100.07 train
9/14/1971 100.07 100.35 98.99 99.34 1141 99.34 test
9/15/1971 99.34 100.24 98.79 99.77 1108 99.77 train
9/16/1971 99.77 100.35 99.07 99.66 1055 99.66 test
9/17/1971 99.66 100.52 99.26 99.96 1102 99.96 train
9/20/1971 99.96 100.4 99.14 99.68 954 99.68 train
9/21/1971 99.68 100.08 98.71 99.34 1064 99.34 train
9/22/1971 99.34 99.72 98.15 98.47 1425 98.47 test
9/23/1971 98.47 99.12 97.61 98.38 1325 98.38 train
9/24/1971 98.38 99.35 97.78 98.15 1346 98.15 test
9/27/1971 98.15 98.41 96.97 97.62 1022 97.62 train
9/28/1971 97.62 98.55 97.12 97.88 1125 97.88 train
9/29/1971 97.88 98.51 97.29 97.9 858 97.9 test
9/30/1971 97.9 98.97 97.48 98.34 1349 98.34 train
10/1/1971 98.34 99.49 97.96 98.93 1340 98.93 train
10/4/1971 98.93 100.04 98.62 99.21 1457 99.21 test
10/5/1971 99.21 99.78 98.34 99.11 1236 99.11 train
10/6/1971 99.11 100.13 98.49 99.82 1563 99.82 train
10/7/1971 99.82 100.96 99.42 100.02 1778 100.02 train
10/8/1971 100.02 100.3 98.87 99.36 1387 99.36 train
10/11/1971 99.36 99.62 98.58 99.21 780 99.21 test
10/12/1971 99.21 100.2 98.62 99.57 1434 99.57 train
10/13/1971 99.57 100.08 98.61 99.03 1354 99.03 train
10/14/1971 99.03 99.25 97.74 98.13 1287 98.13 test
10/15/1971 98.13 98.45 97.03 97.79 1312 97.79 train
10/18/1971 97.79 98.33 96.98 97.35 1042 97.35 train
10/19/1971 97.35 97.66 96.05 97.0 1304 97.0 train
10/20/1971 97.0 97.45 95.23 95.65 1634 95.65 train
10/21/1971 95.65 96.33 94.59 95.6 1499 95.6 train
10/22/1971 95.6 96.83 94.97 95.57 1456 95.57 train
10/25/1971 95.57 95.76 94.57 95.1 734 95.1 test
10/26/1971 95.02 95.02 94.38 94.74 1339 94.74 train
10/27/1971 94.74 94.99 93.39 93.79 1348 93.79 train
10/28/1971 93.79 94.75 92.96 93.96 1553 93.96 train
10/29/1971 93.96 94.71 93.28 94.23 1171 94.23 train
11/1/1971 94.23 94.43 92.48 92.8 1096 92.8 train
11/2/1971 92.8 93.73 91.84 93.18 1333 93.18 train
11/3/1971 93.27 95.31 93.27 94.91 1459 94.91 train
11/4/1971 94.91 96.08 94.37 94.79 1575 94.79 train
11/5/1971 94.79 95.01 93.64 94.46 1078 94.46 test
11/8/1971 94.46 94.97 93.78 94.39 852 94.39 test
11/9/1971 94.39 95.31 93.94 94.46 1208 94.46 train
11/10/1971 94.46 94.84 93.1 93.41 1341 93.41 train
11/11/1971 93.41 93.54 91.64 92.12 1331 92.12 train
11/12/1971 92.12 92.9 90.93 92.12 1454 92.12 train
11/15/1971 92.12 92.69 91.38 91.81 937 91.81 train
11/16/1971 91.81 93.15 91.21 92.71 1330 92.71 test
11/17/1971 92.71 93.35 91.8 92.85 1284 92.85 test
11/18/1971 92.85 93.62 91.88 92.13 1301 92.13 test
11/19/1971 92.13 92.38 90.95 91.61 1242 91.61 train
11/22/1971 91.61 92.12 90.51 90.79 1139 90.79 train
11/23/1971 90.79 91.1 89.34 90.16 1684 90.16 test
11/24/1971 90.16 91.14 89.73 90.33 1187 90.33 train
11/26/1971 90.33 92.19 90.27 91.94 1087 91.94 train
11/29/1971 92.04 94.9 92.04 93.41 1891 93.41 train
11/30/1971 93.41 94.43 92.51 93.99 1832 93.99 test
12/1/1971 93.99 96.12 93.95 95.44 2104 95.44 train
12/2/1971 95.44 96.59 94.73 95.84 1778 95.84 test
12/3/1971 95.84 97.57 95.36 97.06 1676 97.06 train
12/6/1971 97.06 98.17 96.07 96.51 1748 96.51 train
12/7/1971 96.51 97.35 95.4 96.87 1525 96.87 train
12/8/1971 96.87 97.65 96.08 96.92 1665 96.92 train
12/9/1971 96.96 96.96 96.96 96.96 1471 96.96 train
12/10/1971 97.69 97.69 97.69 97.69 1751 97.69 train
12/13/1971 97.97 97.97 97.97 97.97 1702 97.97 test
12/14/1971 97.67 97.67 97.67 97.67 1607 97.67 train
12/15/1971 98.54 98.54 98.54 98.54 1689 98.54 train
12/16/1971 99.74 99.74 99.74 99.74 2107 99.74 test
12/17/1971 100.26 100.26 100.26 100.26 1827 100.26 train
12/20/1971 101.55 101.55 101.55 101.55 2381 101.55 train
12/21/1971 101.8 101.8 101.8 101.8 2046 101.8 train
12/22/1971 101.18 101.18 101.18 101.18 1893 101.18 train
12/23/1971 100.74 100.74 100.74 100.74 1600 100.74 train
12/27/1971 100.95 100.95 100.95 100.95 1189 100.95 train
12/28/1971 101.95 101.95 101.95 101.95 1509 101.95 train
12/29/1971 102.21 102.21 102.21 102.21 1715 102.21 train
12/30/1971 101.78 101.78 101.78 101.78 1381 101.78 train
12/31/1971 102.09 102.09 102.09 102.09 1404 102.09 train
1/3/1972 102.09 102.85 101.19 101.67 1257 101.67 train
1/4/1972 101.67 102.59 100.87 102.09 1519 102.09 train
1/5/1972 102.09 103.69 101.9 103.06 2135 103.06 train
1/6/1972 103.06 104.2 102.66 103.51 2110 103.51 train
1/7/1972 103.51 104.29 102.38 103.47 1714 103.47 train
1/10/1972 103.47 103.97 102.44 103.32 1532 103.32 train
1/11/1972 103.32 104.3 102.85 103.65 1797 103.65 train
1/12/1972 103.65 104.66 103.05 103.59 2097 103.59 train
1/13/1972 103.59 103.8 102.29 102.99 1641 102.99 train
1/14/1972 102.99 103.89 102.41 103.39 1496 103.39 train
1/17/1972 103.39 104.24 102.8 103.7 1586 103.7 train
1/18/1972 103.7 104.85 103.35 104.05 2107 104.05 train
1/19/1972 104.05 104.61 102.83 103.88 1880 103.88 test
1/20/1972 103.88 105.0 103.32 103.88 2021 103.88 train
1/21/1972 103.88 104.4 102.75 103.65 1881 103.65 test
1/24/1972 103.65 104.03 102.2 102.57 1564 102.57 test
1/25/1972 102.57 103.59 101.63 102.7 1757 102.7 test
1/26/1972 102.7 103.31 101.81 102.5 1494 102.5 train
1/27/1972 102.5 103.93 102.2 103.5 2036 103.5 test
1/28/1972 103.5 104.98 103.22 104.16 2500 104.16 test
1/31/1972 104.16 104.88 103.3 103.94 1825 103.94 train
2/1/1972 103.94 104.57 103.1 104.01 1960 104.01 train
2/2/1972 104.01 105.41 103.5 104.68 2407 104.68 train
2/3/1972 104.68 105.43 103.85 104.64 1988 104.64 train
2/4/1972 104.64 105.48 104.05 104.86 1789 104.86 train
2/7/1972 104.86 105.46 103.97 104.54 1693 104.54 train
2/8/1972 104.54 105.22 103.9 104.74 1739 104.74 test
2/9/1972 104.74 106.03 104.36 105.55 1985 105.55 test
2/10/1972 105.55 106.69 104.97 105.59 2346 105.59 train
2/11/1972 105.59 105.91 104.45 105.08 1785 105.08 train
2/14/1972 105.08 105.53 104.03 104.59 1584 104.59 test
2/15/1972 104.59 105.59 104.1 105.03 1777 105.03 test
2/16/1972 105.03 106.25 104.65 105.62 2067 105.62 train
2/17/1972 105.62 106.65 104.96 105.59 2233 105.59 test
2/18/1972 105.59 106.01 104.47 105.28 1659 105.28 train
2/22/1972 105.28 106.18 104.65 105.29 1667 105.29 test
2/23/1972 105.29 106.18 104.72 105.38 1677 105.38 test
2/24/1972 105.38 106.24 104.76 105.45 1600 105.45 train
2/25/1972 105.45 106.73 105.04 106.18 1818 106.18 train
2/28/1972 106.18 107.04 105.37 106.19 1820 106.19 train
2/29/1972 106.19 107.16 105.45 106.57 2032 106.57 train
3/1/1972 106.57 108.13 106.21 107.35 2367 107.35 train
3/2/1972 107.35 108.39 106.63 107.32 2220 107.32 train
3/3/1972 107.32 108.51 106.78 107.94 2042 107.94 test
3/6/1972 107.94 109.4 107.64 108.77 2100 108.77 train
3/7/1972 108.77 109.72 108.02 108.87 2264 108.87 test
3/8/1972 108.87 109.68 108.04 108.96 2129 108.96 train
3/9/1972 108.96 109.75 108.19 108.94 2146 108.94 train
3/10/1972 108.94 109.37 107.77 108.38 1969 108.38 train
3/13/1972 108.38 108.52 106.71 107.33 1673 107.33 train
3/14/1972 107.33 108.2 106.71 107.61 2237 107.61 train
3/15/1972 107.61 108.55 107.09 107.75 1946 107.75 train
3/16/1972 107.75 108.22 106.55 107.5 1670 107.5 train
3/17/1972 107.5 108.61 106.89 107.92 1604 107.92 train
3/20/1972 107.92 108.81 107.18 107.59 1642 107.59 test
3/21/1972 107.59 107.68 105.86 106.69 1861 106.69 train
3/22/1972 106.69 107.52 106.0 106.84 1540 106.84 train
3/23/1972 106.84 108.33 106.67 107.75 1838 107.75 train
3/24/1972 107.75 108.36 106.95 107.52 1539 107.52 train
3/27/1972 107.52 108.0 106.53 107.3 1218 107.3 test
3/28/1972 107.3 108.08 106.22 107.17 1538 107.17 train
3/29/1972 107.17 107.41 105.98 106.49 1386 106.49 train
3/30/1972 106.49 107.67 106.07 107.2 1436 107.2 train
4/3/1972 107.2 108.26 106.75 107.48 1499 107.48 train
4/4/1972 107.48 108.62 106.77 108.12 1811 108.12 test
4/5/1972 108.12 109.64 107.96 109.0 2296 109.0 test
4/6/1972 109.0 110.29 108.53 109.53 2283 109.53 train
4/7/1972 109.53 110.15 108.53 109.62 1990 109.62 train
4/10/1972 109.62 110.54 108.89 109.45 1947 109.45 train
4/11/1972 109.45 110.38 108.76 109.76 1993 109.76 test
4/12/1972 109.76 111.11 109.36 110.18 2469 110.18 test
4/13/1972 110.18 110.79 109.37 109.91 1799 109.91 test
4/14/1972 109.91 110.56 109.07 109.84 1746 109.84 train
4/17/1972 109.84 110.22 108.77 109.51 1539 109.51 train
4/18/1972 109.51 110.64 109.02 109.77 1941 109.77 test
4/19/1972 109.77 110.35 108.71 109.2 1918 109.2 train
4/20/1972 109.2 109.69 108.08 109.04 1819 109.04 test
4/21/1972 109.04 109.92 108.3 108.89 1820 108.89 train
4/24/1972 108.89 109.19 107.62 108.19 1465 108.19 train
4/25/1972 108.19 108.29 106.7 107.12 1703 107.12 train
4/26/1972 107.12 107.89 106.18 106.89 1771 106.89 test
4/27/1972 106.89 107.89 106.42 107.05 1574 107.05 train
4/28/1972 107.05 108.28 106.7 107.67 1416 107.67 test
5/1/1972 107.67 108.0 106.3 106.69 1288 106.69 train
5/2/1972 106.69 107.37 105.55 106.08 1537 106.08 test
5/3/1972 106.08 107.24 105.44 105.99 1590 105.99 train
5/4/1972 105.99 106.81 105.14 106.25 1479 106.25 train
5/5/1972 106.25 107.33 105.7 106.63 1321 106.63 train
5/8/1972 106.63 106.81 105.36 106.14 1125 106.14 train
5/9/1972 106.06 106.06 103.83 104.74 1991 104.74 train
5/10/1972 104.74 106.1 104.43 105.42 1387 105.42 train
5/11/1972 105.42 106.45 104.9 105.77 1290 105.77 train
5/12/1972 105.77 107.02 105.49 106.38 1399 106.38 train
5/15/1972 106.38 107.45 106.06 106.86 1360 106.86 train
5/16/1972 106.86 107.55 106.13 106.66 1407 106.66 train
5/17/1972 106.66 107.38 106.02 106.89 1360 106.89 train
5/18/1972 106.89 108.39 106.72 107.94 1737 107.94 train
5/19/1972 107.94 109.59 107.74 108.98 1958 108.98 train
5/22/1972 108.98 110.37 108.79 109.69 1603 109.69 test
5/23/1972 109.69 110.46 108.91 109.78 1641 109.78 train
5/24/1972 109.78 111.07 109.39 110.31 1787 110.31 train
5/25/1972 110.31 111.2 109.67 110.46 1648 110.46 test
5/26/1972 110.46 111.31 109.84 110.66 1573 110.66 train
5/30/1972 110.66 111.48 109.78 110.35 1581 110.35 train
5/31/1972 110.35 110.52 108.92 109.53 1523 109.53 train
6/1/1972 109.53 110.35 108.97 109.69 1491 109.69 train
6/2/1972 109.69 110.51 108.93 109.73 1540 109.73 train
6/5/1972 109.73 109.92 108.28 108.82 1345 108.82 test
6/6/1972 108.82 109.32 107.71 108.21 1598 108.21 test
6/7/1972 108.21 108.52 106.91 107.65 1522 107.65 train
6/8/1972 107.65 108.52 106.9 107.28 1382 107.28 test
6/9/1972 107.28 107.68 106.3 106.86 1279 106.86 train
6/12/1972 106.86 107.92 106.29 107.01 1339 107.01 train
6/13/1972 107.01 108.03 106.38 107.55 1571 107.55 train
6/14/1972 107.55 109.15 107.38 108.39 1832 108.39 train
6/15/1972 108.39 109.52 107.78 108.44 1694 108.44 train
6/16/1972 108.44 108.94 107.54 108.36 1301 108.36 test
6/19/1972 108.36 108.78 107.37 108.11 1166 108.11 train
6/20/1972 108.11 109.12 107.64 108.56 1497 108.56 train
6/21/1972 108.56 109.66 107.98 108.79 1551 108.79 train
6/22/1972 108.79 109.26 107.62 108.68 1341 108.68 train
6/23/1972 108.68 109.33 107.69 108.27 1394 108.27 test
6/26/1972 108.23 108.23 106.68 107.48 1272 107.48 train
6/27/1972 107.48 108.29 106.7 107.37 1375 107.37 test
6/28/1972 107.37 107.87 106.49 107.02 1214 107.02 train
6/29/1972 107.02 107.47 105.94 106.82 1461 106.82 train
6/30/1972 106.82 107.91 106.4 107.14 1286 107.14 train
7/3/1972 107.14 107.95 106.72 107.49 814 107.49 train
7/5/1972 107.49 108.8 107.14 108.1 1471 108.1 train
7/6/1972 108.28 110.27 108.28 109.04 1952 109.04 test
7/7/1972 109.04 109.66 108.16 108.69 1290 108.69 test
7/10/1972 108.69 109.16 107.62 108.11 1170 108.11 train
7/11/1972 108.11 108.35 106.87 107.32 1283 107.32 train
7/12/1972 107.32 108.15 106.42 106.89 1615 106.89 train
7/13/1972 106.89 107.3 105.62 106.28 1474 106.28 train
7/14/1972 106.28 107.58 105.77 106.8 1391 106.8 test
7/17/1972 106.8 107.37 105.55 105.88 1317 105.88 train
7/18/1972 105.88 106.4 104.43 105.83 1682 105.83 test
7/19/1972 105.83 107.36 105.47 106.14 1788 106.14 train
7/20/1972 106.14 106.68 105.12 105.81 1505 105.81 train
7/21/1972 105.81 107.05 104.99 106.66 1401 106.66 train
7/24/1972 106.66 108.67 106.63 107.92 1802 107.92 train
7/25/1972 107.92 108.88 107.06 107.6 1718 107.6 train
7/26/1972 107.6 108.42 106.79 107.53 1413 107.53 train
7/27/1972 107.53 108.31 106.61 107.28 1387 107.28 train
7/28/1972 107.28 108.03 106.52 107.38 1305 107.38 train
7/31/1972 107.38 108.06 106.6 107.39 1112 107.39 train
8/1/1972 107.39 108.85 107.06 108.4 1554 108.4 train
8/2/1972 108.4 109.85 108.12 109.29 1792 109.29 train
8/3/1972 109.29 110.88 108.9 110.14 1997 110.14 test
8/4/1972 110.14 111.12 109.37 110.43 1570 110.43 train
8/7/1972 110.43 111.38 109.69 110.61 1322 110.61 train
8/8/1972 110.61 111.32 109.67 110.69 1455 110.69 test
8/9/1972 110.69 111.57 109.98 110.86 1573 110.86 train
8/10/1972 110.86 111.68 110.09 111.05 1526 111.05 train
8/11/1972 111.05 112.4 110.52 111.95 1657 111.95 train
8/14/1972 111.95 113.45 111.66 112.55 1887 112.55 train
8/15/1972 112.55 113.04 111.27 112.06 1667 112.06 test
8/16/1972 112.06 112.8 110.87 111.66 1495 111.66 train
8/17/1972 111.66 112.41 110.72 111.34 1436 111.34 train
8/18/1972 111.34 112.53 110.81 111.76 1615 111.76 train
8/21/1972 111.76 112.74 110.75 111.72 1429 111.72 test
8/22/1972 111.72 113.16 111.28 112.41 1856 112.41 train
8/23/1972 112.41 113.27 111.3 112.26 1867 112.26 train
8/24/1972 112.26 112.81 110.62 111.02 1828 111.02 test
8/25/1972 111.02 111.53 109.78 110.67 1384 110.67 train
8/28/1972 110.67 111.24 109.71 110.23 1072 110.23 test
8/29/1972 110.23 111.02 109.26 110.41 1230 110.41 test
8/30/1972 110.41 111.33 109.9 110.57 1247 110.57 train
8/31/1972 110.57 111.52 110.08 111.09 1234 111.09 train
9/1/1972 111.09 112.12 110.7 111.51 1160 111.51 test
9/5/1972 111.51 112.08 110.75 111.23 1063 111.23 train
9/6/1972 111.23 111.38 110.04 110.55 1201 110.55 test
9/7/1972 110.55 111.06 109.71 110.29 1109 110.29 test
9/8/1972 110.29 110.9 109.67 110.15 1098 110.15 test
9/11/1972 110.15 110.57 109.01 109.51 1071 109.51 test
9/12/1972 109.51 109.84 107.81 108.47 1356 108.47 train
9/13/1972 108.47 109.36 107.84 108.9 1307 108.9 train
9/14/1972 108.9 109.64 108.21 108.93 1250 108.93 test
9/15/1972 108.93 109.49 108.1 108.81 1169 108.81 train
9/18/1972 108.81 109.22 107.86 108.61 888 108.61 train
9/19/1972 108.61 109.57 108.08 108.55 1333 108.55 test
9/20/1972 108.55 109.12 107.84 108.6 1198 108.6 train
9/21/1972 108.6 109.13 107.75 108.43 1194 108.43 train
9/22/1972 108.43 109.2 107.72 108.52 1257 108.52 train
9/25/1972 108.52 109.09 107.67 108.05 1092 108.05 train
9/26/1972 108.05 108.97 107.35 108.12 1315 108.12 train
9/27/1972 108.12 109.92 107.79 109.66 1462 109.66 train
9/28/1972 109.66 110.75 108.75 110.35 1471 110.35 train
9/29/1972 110.35 110.55 108.05 110.55 1625 110.55 test
10/2/1972 110.55 110.98 109.49 110.16 1244 110.16 train
10/3/1972 110.16 110.9 109.47 110.3 1309 110.3 train
10/4/1972 110.3 111.35 109.58 110.09 1664 110.09 test
10/5/1972 110.09 110.52 108.49 108.89 1773 108.89 train
10/6/1972 108.89 110.49 107.78 109.62 1663 109.62 test
10/9/1972 109.62 110.44 109.28 109.9 794 109.9 train
10/10/1972 109.9 111.11 109.32 109.99 1331 109.99 train
10/11/1972 109.99 110.51 108.77 109.5 1190 109.5 train
10/12/1972 109.5 109.69 108.03 108.6 1313 108.6 test
10/13/1972 108.6 108.88 107.17 107.92 1287 107.92 train
10/16/1972 107.92 108.4 106.38 106.77 1094 106.77 test
10/17/1972 106.77 108.04 106.27 107.5 1341 107.5 train
10/18/1972 107.5 109.11 107.36 108.19 1729 108.19 test
10/19/1972 108.19 108.81 107.4 108.05 1385 108.05 train
10/20/1972 108.05 109.79 107.59 109.24 1574 109.24 train
10/23/1972 109.51 111.1 109.51 110.35 1419 110.35 test
10/24/1972 110.35 111.34 109.38 110.81 1524 110.81 test
10/25/1972 110.81 111.56 109.96 110.72 1743 110.72 test
10/26/1972 110.72 112.26 110.26 110.99 2079 110.99 train
10/27/1972 110.99 111.62 109.99 110.62 1547 110.62 train
10/30/1972 110.62 111.19 109.66 110.59 1182 110.59 test
10/31/1972 110.59 112.05 110.4 111.58 1545 111.58 train
11/1/1972 111.58 113.31 111.32 112.67 2136 112.67 train
11/2/1972 112.67 113.81 111.96 113.23 2069 113.23 train
11/3/1972 113.23 114.81 112.71 114.22 2251 114.22 train
11/6/1972 114.22 115.17 112.91 113.98 2133 113.98 train
11/8/1972 113.98 115.23 112.77 113.35 2462 113.35 test
11/9/1972 113.35 114.11 112.08 113.5 1704 113.5 train
11/10/1972 113.5 115.15 112.85 113.73 2436 113.73 train
11/13/1972 113.73 114.75 112.91 113.9 1721 113.9 test
11/14/1972 113.9 115.41 113.36 114.95 2020 114.95 train
11/15/1972 114.95 116.07 113.87 114.5 2327 114.5 train
11/16/1972 114.5 115.57 113.73 115.13 1958 115.13 train
11/17/1972 115.13 116.23 114.44 115.49 2022 115.49 test
11/20/1972 115.49 116.25 114.57 115.53 1668 115.53 train
11/21/1972 115.53 116.84 115.04 116.21 2211 116.21 train
11/22/1972 116.21 117.61 115.67 116.9 2451 116.9 train
11/24/1972 116.9 117.91 116.19 117.27 1576 117.27 test
11/27/1972 117.27 117.55 115.66 116.72 1819 116.72 train
11/28/1972 116.72 117.48 115.78 116.47 1921 116.47 test
11/29/1972 116.47 117.14 115.56 116.52 1738 116.52 test
11/30/1972 116.52 117.39 115.74 116.67 1934 116.67 train
12/1/1972 116.67 118.18 116.29 117.38 2257 117.38 test
12/4/1972 117.38 118.54 116.99 117.77 1973 117.77 train
12/5/1972 117.77 118.42 116.89 117.58 1780 117.58 test
12/6/1972 117.58 118.56 116.9 118.01 1861 118.01 train
12/7/1972 118.01 119.17 117.57 118.6 1932 118.6 train
12/8/1972 118.6 119.54 117.92 118.86 1803 118.86 test
12/11/1972 118.86 119.78 118.24 119.12 1723 119.12 train
12/12/1972 119.12 119.79 118.09 118.66 1704 118.66 train
12/13/1972 118.66 119.23 117.77 118.56 1654 118.56 test
12/14/1972 118.56 119.19 117.63 118.24 1793 118.24 train
12/15/1972 118.24 119.25 117.37 118.26 1830 118.26 train
12/18/1972 117.88 117.88 115.89 116.9 1754 116.9 train
12/19/1972 116.9 117.37 115.69 116.34 1700 116.34 test
12/20/1972 116.34 117.13 115.38 115.95 1849 115.95 train
12/21/1972 115.95 116.6 114.63 115.11 1829 115.11 train
12/22/1972 115.11 116.4 114.78 115.83 1254 115.83 train
12/26/1972 115.83 116.87 115.54 116.3 1112 116.3 train
12/27/1972 116.3 117.55 115.89 116.93 1910 116.93 test
12/29/1972 116.93 118.77 116.7 118.05 2755 118.05 train
1/2/1973 118.06 119.9 118.06 119.1 1709 119.1 train
1/3/1973 119.1 120.45 118.69 119.57 2062 119.57 train
1/4/1973 119.57 120.17 118.12 119.4 2023 119.4 train
1/5/1973 119.4 120.71 118.88 119.87 1933 119.87 test
1/8/1973 119.87 120.55 119.04 119.85 1684 119.85 train
1/9/1973 119.85 120.4 118.89 119.73 1683 119.73 train
1/10/1973 119.73 120.44 118.78 119.43 2088 119.43 train
1/11/1973 119.43 121.74 119.01 120.24 2505 120.24 train
1/12/1973 120.24 121.27 118.69 119.3 2223 119.3 train
1/15/1973 119.3 120.82 118.04 118.44 2152 118.44 train
1/16/1973 118.44 119.17 117.04 118.14 1917 118.14 train
1/17/1973 118.14 119.35 117.61 118.68 1768 118.68 train
1/18/1973 118.68 119.93 118.15 118.85 1781 118.85 test
1/19/1973 118.85 119.45 117.46 118.78 1702 118.78 train
1/22/1973 118.78 119.63 117.72 118.21 1557 118.21 train
1/23/1973 118.21 119.0 116.84 118.22 1906 118.22 train
1/24/1973 118.22 119.04 116.09 116.73 2087 116.73 train
1/26/1973 116.73 117.29 114.97 116.45 2113 116.45 train
1/29/1973 116.45 117.18 115.13 116.01 1468 116.01 train
1/30/1973 116.01 117.11 115.26 115.83 1527 115.83 train
1/31/1973 115.83 116.84 115.05 116.03 1487 116.03 test
2/1/1973 116.03 117.01 114.26 114.76 2067 114.76 train
2/2/1973 114.76 115.4 113.45 114.35 1747 114.35 train
2/5/1973 114.35 115.15 113.62 114.23 1458 114.23 train
2/6/1973 114.23 115.33 113.45 114.45 1572 114.45 train
2/7/1973 114.45 115.48 113.24 113.66 1796 113.66 train
2/8/1973 113.66 114.05 111.85 113.16 1844 113.16 train
2/9/1973 113.16 115.2 113.08 114.68 1926 114.68 train
2/12/1973 114.69 116.66 114.69 116.06 1613 116.06 test
2/13/1973 116.09 118.98 116.09 116.78 2532 116.78 test
2/14/1973 116.78 116.92 114.52 115.1 1652 115.1 test
2/15/1973 115.1 115.68 113.7 114.45 1394 114.45 train
2/16/1973 114.45 115.47 113.73 114.98 1332 114.98 train
2/20/1973 114.98 116.26 114.57 115.4 1402 115.4 test
2/21/1973 115.4 116.01 114.13 114.69 1488 114.69 test
2/22/1973 114.69 115.2 113.44 114.44 1457 114.44 test
2/23/1973 114.44 114.67 112.77 113.16 1545 113.16 train
2/26/1973 113.16 113.26 111.15 112.19 1586 112.19 train
2/27/1973 112.19 112.9 110.5 110.9 1613 110.9 train
2/28/1973 110.9 112.21 109.8 111.68 1795 111.68 train
3/1/1973 111.68 112.98 110.68 111.05 1821 111.05 train
3/2/1973 111.05 112.62 109.45 112.28 1771 112.28 train
3/5/1973 112.28 113.43 111.33 112.68 1372 112.68 train
3/6/1973 112.68 114.71 112.57 114.1 1771 114.1 test
3/7/1973 114.1 115.12 112.83 114.45 1931 114.45 train
3/8/1973 114.45 115.23 113.57 114.23 1510 114.23 train
3/9/1973 114.23 114.55 112.93 113.79 1407 113.79 train
3/12/1973 113.79 114.8 113.25 113.86 1381 113.86 train
3/13/1973 113.86 115.05 113.32 114.48 1421 114.48 test
3/14/1973 114.48 115.61 113.97 114.98 1446 114.98 train
3/15/1973 114.98 115.47 113.77 114.12 1445 114.12 train
3/16/1973 114.12 114.62 112.84 113.54 1513 113.54 test
3/19/1973 113.5 113.5 111.65 112.17 1246 112.17 train
3/20/1973 112.17 112.68 111.02 111.95 1325 111.95 train
3/21/1973 111.95 112.81 110.17 110.49 1608 110.49 test
3/22/1973 110.39 110.39 108.19 108.84 1713 108.84 train
3/23/1973 108.84 109.97 107.41 108.88 1847 108.88 train
3/26/1973 108.88 110.4 108.29 109.84 1498 109.84 test
3/27/1973 109.95 112.07 109.95 111.56 1750 111.56 train
3/28/1973 111.56 112.47 110.54 111.62 1585 111.62 train
3/29/1973 111.62 113.22 111.07 112.71 1605 112.71 train
3/30/1973 112.71 112.87 110.89 111.52 1374 111.52 train
4/2/1973 111.52 111.7 109.68 110.18 1064 110.18 train
4/3/1973 110.18 110.35 108.47 109.24 1291 109.24 train
4/4/1973 109.24 109.96 108.1 108.77 1189 108.77 train
4/5/1973 108.77 109.15 107.44 108.52 1275 108.52 test
4/6/1973 108.52 110.04 108.22 109.28 1389 109.28 test
4/9/1973 109.28 111.24 108.74 110.86 1374 110.86 train
4/10/1973 110.92 112.85 110.92 112.21 1677 112.21 train
4/11/1973 112.21 113.27 111.21 112.68 1489 112.68 test
4/12/1973 112.68 113.65 111.83 112.58 1636 112.58 train
4/13/1973 112.58 112.91 111.23 112.08 1439 112.08 train
4/16/1973 112.08 112.61 110.91 111.44 1135 111.44 train
4/17/1973 111.44 111.81 110.19 110.94 1283 110.94 train
4/18/1973 110.94 112.03 109.99 111.54 1389 111.54 train
4/19/1973 111.54 112.93 111.06 112.17 1456 112.17 test
4/23/1973 112.17 112.66 110.91 111.57 1258 111.57 train
4/24/1973 111.57 111.89 109.64 109.99 1383 109.99 train
4/25/1973 109.82 109.82 107.79 108.34 1596 108.34 train
4/26/1973 108.34 109.66 107.14 108.89 1621 108.89 train
4/27/1973 108.89 109.28 106.76 107.23 1373 107.23 test
4/30/1973 107.23 107.9 105.44 106.97 1482 106.97 train
5/1/1973 106.97 108.0 105.34 107.1 1538 107.1 train
5/2/1973 107.1 109.06 106.95 108.43 1438 108.43 train
5/3/1973 108.43 110.64 106.81 110.22 1776 110.22 train
5/4/1973 110.22 111.99 109.89 111.0 1951 111.0 train
5/7/1973 111.0 111.38 109.68 110.53 1250 110.53 test
5/8/1973 110.53 111.72 109.46 111.25 1373 111.25 train
5/9/1973 111.25 112.25 109.97 110.44 1605 110.44 test
5/10/1973 110.44 110.86 108.86 109.54 1352 109.54 train
5/11/1973 109.49 109.49 107.7 108.17 1298 108.17 train
